"id" "day" "beep" "obs" "Company" "PA"
3 6 9 59 0 2.6041859382461
3 6 10 60 0 3.26527068987095
3 7 1 61 0 3.47026739712277
3 7 2 62 0 2.67132849814554
3 7 3 63 0 3.06084342110479
3 7 4 64 0 3.50288932780407
3 7 5 65 0 4.01324462164549
3 7 6 66 0 2.31975661323223
3 7 7 67 0 3.26876394748679
3 7 8 68 0 4.07577563771168
3 7 9 69 0 3.13083685043759
3 7 10 70 0 3.68975432166763
4 1 1 1 1 3.88304176780478
4 1 2 2 1 3.7193329816204
4 1 3 3 1 4.00052232589282
4 1 4 4 1 3.43440754658868
4 1 5 5 0 3.22212874906722
4 1 6 6 1 1.59559260740879
4 1 7 7 1 3.4561248576171
4 1 8 8 0 3.83784993336109
4 1 9 9 1 3.91453711374261
4 1 10 10 0 3.11882157073755
4 2 1 11 0 4.82218692235847
4 2 2 12 1 3.73289508600883
4 2 3 13 0 3.61608612401312
4 2 4 14 1 4.45212722389583
4 2 5 15 0 2.9997660651081
4 2 6 16 1 3.19538150319086
4 2 7 17 1 5.27301882879759
4 2 8 18 1 3.53205042095806
4 2 9 19 1 4.71571881109107
4 2 10 20 0 2.47445265362952
4 3 1 21 0 3.38493737138478
4 3 2 22 1 3.80001432156119
4 3 3 23 1 3.74282742107889
4 3 4 24 1 2.79025800487501
4 3 5 25 1 3.53798181565496
4 3 6 26 1 2.73788691089497
4 3 7 27 1 4.04389155066854
4 3 8 28 0 4.31534059933382
4 3 9 29 0 1.90066675116295
4 3 10 30 1 4.42544475804915
4 4 1 31 0 2.6185133358639
4 4 2 32 1 3.85571292264824
4 4 3 33 0 4.00537022858596
4 4 4 34 1 3.37809917712049
4 4 5 35 1 3.05328101651941
4 4 6 36 1 3.64454276957837
4 4 7 37 1 3.84407601011194
4 4 8 38 1 4.1683542886246
4 4 9 39 1 2.02662597768751
4 4 10 40 0 2.33009250481559
4 5 1 41 1 4.56749676243959
4 5 2 42 0 4.28751058832755
4 5 3 43 1 3.84150084085404
4 5 4 44 1 4.04569727387035
4 5 5 45 1 4.19306605008909
4 5 6 46 0 1.58262550222858
4 5 7 47 1 4.33394586890091
4 5 8 48 0 3.17010296406439
4 5 9 49 0 3.69218004557213
4 5 10 50 1 3.30859537962958
4 6 1 51 1 4.16008262386264
4 6 2 52 1 3.2696990916675
4 6 3 53 1 3.9022111259452
4 6 4 54 1 3.23890247629917
4 6 5 55 1 2.7266760709407
4 6 6 56 1 4.40670747800731
4 6 7 57 1 4.06446275312527
4 6 8 58 1 4.78188548346122
4 6 9 59 0 3.57146476820649
4 6 10 60 1 4.34468912824915
4 7 1 61 1 4.96511970046921
4 7 2 62 0 3.31857262667006
4 7 3 63 1 2.55875746322719
4 7 4 64 1 3.34930943132715
4 7 5 65 1 3.36777485891502
4 7 6 66 0 3.63459118055032
4 7 7 67 1 4.77316193155803
4 7 8 68 1 3.28598913563991
4 7 9 69 1 3.79606064969369
4 7 10 70 0 3.35782158593075
5 1 1 1 1 3.53885103936223
5 1 2 2 1 3.75305522304529
5 1 3 3 1 4.49294464185544
5 1 4 4 1 3.61244015680055
5 1 5 5 1 4.04399295584422
5 1 6 6 1 4.09215690218891
5 1 7 7 1 4.19131390225871
5 1 8 8 1 3.10487513611381
5 1 9 9 1 4.71084008550908
5 1 10 10 1 3.24599982032392
5 2 1 11 1 3.44675499686528
5 2 2 12 1 4.54827131736382
5 2 3 13 0 4.46804414865148
5 2 4 14 1 2.72871543957178
5 2 5 15 1 2.88697244786443
5 2 6 16 1 2.53312948336652
5 2 7 17 1 3.65659961969492
5 2 8 18 0 3.64419246843946
5 2 9 19 1 3.78957487542145
5 2 10 20 1 3.92676373414301
5 3 1 21 0 3.08481345339033
5 3 2 22 1 2.79896726217943
5 3 3 23 1 4.27303333229506
5 3 4 24 1 4.07187603499077
5 3 5 25 1 2.42290195185994
5 3 6 26 1 3.45451513061094
5 3 7 27 1 2.87028241048195
5 3 8 28 1 2.01319177822433
5 3 9 29 1 3.63345279302975
5 3 10 30 1 3.4661412261816
5 4 1 31 0 3.45289417982389
5 4 2 32 1 3.68162746454905
5 4 3 33 1 4.16774316780234
5 4 4 34 1 3.6739269209684
5 4 5 35 1 3.07420345003735
5 4 6 36 1 2.98785012296906
5 4 7 37 1 3.42777282250608
5 4 8 38 1 3.75010730274553
5 4 9 39 1 2.76542076220235
5 4 10 40 1 3.38946643733848
5 5 1 41 1 4.22961146959536
5 5 2 42 1 3.44493406835888
5 5 3 43 0 3.01439051932917
5 5 4 44 1 3.3226121669783
5 5 5 45 1 4.33713510740283
5 5 6 46 1 3.92522162238735
5 5 7 47 1 4.42616143338334
5 5 8 48 1 3.6254113717688
5 5 9 49 1 3.82325170967065
5 5 10 50 0 3.11650261657038
5 6 1 51 1 3.96558583059548
5 6 2 52 1 3.15452979462688
5 6 3 53 1 2.48754180982867
5 6 4 54 0 3.61730967603748
5 6 5 55 1 4.94354816025936
5 6 6 56 1 4.10824686649326
5 6 7 57 1 4.37405442842258
5 6 8 58 1 3.78573814019556
5 6 9 59 1 3.07995141643044
5 6 10 60 1 3.37638395950489
5 7 1 61 1 3.32457983794619
5 7 2 62 1 3.1819859199624
5 7 3 63 0 4.03766398783105
5 7 4 64 1 2.65038128585079
5 7 5 65 1 4.15599794171033
5 7 6 66 1 4.15438295200345
5 7 7 67 0 2.64946287309545
5 7 8 68 1 3.99047942148031
5 7 9 69 1 5.29692958671111
5 7 10 70 1 3.1174083157792
6 1 1 1 0 4.14034018326591
6 1 2 2 0 2.95326703930806
6 1 3 3 0 4.33426273297545
6 1 4 4 0 3.70619337249434
6 1 5 5 0 4.72910404502799
6 1 6 6 0 2.45952285631788
6 1 7 7 0 3.4865060629005
6 1 8 8 0 3.13950694158063
6 1 9 9 1 3.38001424485183
6 1 10 10 0 3.06461490290726
6 2 1 11 0 2.9155912435413
6 2 2 12 0 3.94614427434755
6 2 3 13 0 2.73047452665732
6 2 4 14 0 4.60662209045713
6 2 5 15 0 2.65852093741191
6 2 6 16 0 3.59767440677109
6 2 7 17 0 3.91277919708641
6 2 8 18 0 3.95199022072376
6 2 9 19 0 3.30378840216298
6 2 10 20 1 3.58193255521378
6 3 1 21 0 4.22523183585842
6 3 2 22 0 2.46135026907181
6 3 3 23 0 2.95360419431494
6 3 4 24 0 3.75768403283514
6 3 5 25 0 3.19943541510249
6 3 6 26 0 4.52343248384548
6 3 7 27 0 4.01511076180302
6 3 8 28 0 3.57658104805846
6 3 9 29 0 2.42393006366062
6 3 10 30 0 3.54297270648924
6 4 1 31 0 3.29308632278233
6 4 2 32 0 3.4492629752494
6 4 3 33 0 2.66191146875003
6 4 4 34 0 3.8877324611146
6 4 5 35 0 2.76594890045316
6 4 6 36 0 3.35888826499689
6 4 7 37 0 3.80220440956036
6 4 8 38 0 2.95230843745185
6 4 9 39 0 3.94925879291935
6 4 10 40 0 2.56345635486059
6 5 1 41 0 1.47402897544287
6 5 2 42 0 3.86315351232572
6 5 3 43 0 4.13715607669749
6 5 4 44 0 3.31538932691925
6 5 5 45 0 3.89172185442611
6 5 6 46 0 2.68061938404343
6 5 7 47 0 3.43116833525566
6 5 8 48 0 2.10747491205743
6 5 9 49 1 4.38567451233878
6 5 10 50 0 4.88084942805829
6 6 1 51 0 4.30748845862359
6 6 2 52 0 3.50397971983622
6 6 3 53 0 3.49961448215884
6 6 4 54 0 2.41786718878626
6 6 5 55 0 4.10056532187244
6 6 6 56 0 3.37018756040033
6 6 7 57 0 3.04479697463065
6 6 8 58 0 2.49377205068241
6 6 9 59 0 3.30523597318425
6 6 10 60 0 2.90448910927608
6 7 1 61 0 3.2342730165591
6 7 2 62 1 2.6356175353272
6 7 3 63 0 4.75513047076735
6 7 4 64 0 3.51225618024763
6 7 5 65 0 4.30816900551992
6 7 6 66 0 1.62583238686716
6 7 7 67 1 3.19329553795114
6 7 8 68 0 3.0311254638638
6 7 9 69 0 2.63173175365563
6 7 10 70 0 4.65227672116488
7 1 1 1 0 2.49139650733105
7 1 2 2 1 3.75621611677354
7 1 3 3 1 4.14145790294381
7 1 4 4 1 3.65393161205244
7 1 5 5 1 2.88537873858289
7 1 6 6 1 4.21056886711949
7 1 7 7 0 3.64838541157588
7 1 8 8 1 2.74804440392201
7 1 9 9 1 2.51126454878239
7 1 10 10 1 5.04631865822626
7 2 1 11 0 3.02892156672538
7 2 2 12 0 2.1701782885959
7 2 3 13 1 3.91297623394992
7 2 4 14 1 3.75026289584204
7 2 5 15 1 2.53622626819589
7 2 6 16 0 2.10642577595074
7 2 7 17 1 3.43908121927925
7 2 8 18 1 4.35519009797582
7 2 9 19 1 3.98802228723152
7 2 10 20 1 3.16430307989096
7 3 1 21 1 2.91533979957707
7 3 2 22 1 3.72169073412168
7 3 3 23 1 3.63872986534837
7 3 4 24 0 3.98334413162889
7 3 5 25 1 3.23517225158928
7 3 6 26 1 4.18006464240891
7 3 7 27 1 2.91780331130504
7 3 8 28 1 3.28277847803578
7 3 9 29 1 4.06440038474399
7 3 10 30 1 4.24617567676161
7 4 1 31 0 2.10967357150297
7 4 2 32 1 3.60213294053311
7 4 3 33 1 3.96807242458013
7 4 4 34 0 2.46546616302546
7 4 5 35 0 3.87457669327056
7 4 6 36 1 2.91972735111504
7 4 7 37 0 4.26826780780769
7 4 8 38 0 3.91678648982283
7 4 9 39 1 4.08500156138929
7 4 10 40 0 3.61200311459398
7 5 1 41 0 4.15401521527257
7 5 2 42 0 4.53110055979168
7 5 3 43 1 4.95842886840383
7 5 4 44 1 3.50321507546222
7 5 5 45 0 1.883111037486
7 5 6 46 1 3.5469311434376
7 5 7 47 1 3.67390044079797
7 5 8 48 1 3.41059709319199
7 5 9 49 0 3.93853221446274
7 5 10 50 1 4.26128222646899
7 6 1 51 1 3.14603122026433
7 6 2 52 0 3.30937051902466
7 6 3 53 1 3.81418115969458
7 6 4 54 0 3.12250921693544
7 6 5 55 1 3.59051612356506
7 6 6 56 1 2.09274564244964
7 6 7 57 0 2.70689583935743
7 6 8 58 1 2.55525238746278
7 6 9 59 1 2.90116044219198
7 6 10 60 0 3.01812305529838
7 7 1 61 1 3.80284592210127
7 7 2 62 0 4.24044234423342
7 7 3 63 1 2.99326034513537
7 7 4 64 0 2.79667615517732
7 7 5 65 1 2.76395543434675
7 7 6 66 1 3.22146323420539
7 7 7 67 0 3.34954471400955
7 7 8 68 1 3.87675949160458
7 7 9 69 1 3.28950492682279
7 7 10 70 0 2.00754629052121
8 1 1 1 1 3.45722411849537
8 1 2 2 1 4.39005619676576
8 1 3 3 1 4.39327681305566
8 1 4 4 1 2.94833420563155
8 1 5 5 1 2.39473359704723
8 1 6 6 1 5.31723607050572
8 1 7 7 1 3.40543428522277
8 1 8 8 1 3.4528343685217
8 1 9 9 1 3.83076552568081
8 1 10 10 1 2.3463907599895
8 2 1 11 1 2.99265073702017
8 2 2 12 1 2.40008429835422
8 2 3 13 1 3.01827620030782
8 2 4 14 1 3.61063891119224
8 2 5 15 1 2.52829220312161
8 2 6 16 1 3.9543593535419
8 2 7 17 1 3.735025119008
8 2 8 18 1 2.86425098169318
8 2 9 19 1 3.68904885128847
8 2 10 20 1 4.06970184099017
8 3 1 21 1 4.29806471406489
8 3 2 22 1 3.36864519698236
8 3 3 23 1 3.45561724699746
8 3 4 24 1 3.46066774896845
8 3 5 25 1 4.57556528020927
8 3 6 26 1 4.34473957480223
8 3 7 27 1 4.13267784217439
8 3 8 28 1 3.31429835872742
8 3 9 29 1 3.79623339395188
8 3 10 30 1 3.8181558973357
8 4 1 31 1 2.76396678974499
8 4 2 32 1 2.26302742949808
8 4 3 33 1 3.99218515680354
8 4 4 34 1 2.40820567956148
8 4 5 35 1 3.52515935345423
8 4 6 36 1 3.70650205079071
8 4 7 37 1 3.93530665713895
8 4 8 38 1 3.66212899526754
8 4 9 39 1 2.98926944422406
8 4 10 40 1 4.24354506311119
8 5 1 41 1 4.79237038961789
8 5 2 42 1 4.16680469301846
8 5 3 43 1 2.10591910477918
8 5 4 44 1 4.54500720139876
8 5 5 45 1 3.4830347678444
8 5 6 46 1 3.90688798653446
8 5 7 47 1 3.97774218959533
8 5 8 48 1 3.45339261174524
8 5 9 49 1 3.4690219062602
8 5 10 50 1 4.26746825065812
8 6 1 51 1 4.04308801017099
8 6 2 52 1 4.24638771448628
8 6 3 53 1 5.26242138269893
8 6 4 54 1 4.00866290193252
8 6 5 55 1 3.67522820456318
8 6 6 56 1 1.91113929721534
8 6 7 57 1 5.48770055992224
8 6 8 58 1 3.17178881521346
8 6 9 59 1 5.25644483347971
8 6 10 60 1 3.79725633611729
8 7 1 61 1 4.64630967433734
8 7 2 62 1 3.44389062837234
8 7 3 63 1 3.89708011526832
8 7 4 64 1 3.68002639758579
8 7 5 65 1 3.38814459644437
8 7 6 66 1 3.43609636091459
8 7 7 67 1 4.26285543089287
8 7 8 68 1 3.37695499283733
8 7 9 69 1 2.03731732167328
8 7 10 70 1 3.38101784373446
9 1 1 1 1 3.91774117396565
9 1 2 2 1 3.97367304887707
9 1 3 3 1 3.97375483348665
9 1 4 4 0 2.28943972233323
9 1 5 5 1 3.7929508245847
9 1 6 6 1 4.23004333306819
9 1 7 7 1 4.45527301943023
9 1 8 8 1 3.35980803013578
9 1 9 9 1 3.28909072293189
9 1 10 10 1 4.60939945646277
9 2 1 11 0 2.30707574699319
9 2 2 12 1 3.20523688521328
9 2 3 13 1 3.8576774920781
9 2 4 14 1 2.34366635395471
9 2 5 15 1 3.72793658294358
9 2 6 16 1 4.89394735306286
9 2 7 17 1 3.52096850561833
9 2 8 18 1 3.32078180309354
9 2 9 19 1 3.8704080650024
9 2 10 20 1 3.32033082800824
9 3 1 21 1 4.1173561903135
9 3 2 22 1 4.18377184187938
9 3 3 23 1 3.52589473105871
9 3 4 24 1 2.66546229269995
9 3 5 25 1 2.56220856785422
9 3 6 26 1 3.09130324891514
9 3 7 27 1 4.10566871536164
9 3 8 28 0 2.09530087457212
9 3 9 29 0 2.14774173086993
9 3 10 30 1 3.04695873726819
9 4 1 31 1 3.81166609968756
9 4 2 32 1 2.8574288403347
9 4 3 33 1 4.17086851425284
9 4 4 34 1 3.76714472879639
9 4 5 35 1 3.39943898947822
9 4 6 36 1 4.12131607411626
9 4 7 37 1 3.80726707655166
9 4 8 38 1 3.19859419561207
9 4 9 39 1 3.69254344266905
9 4 10 40 1 3.99633149295949
9 5 1 41 1 3.7838614333609
9 5 2 42 1 3.04387241467817
9 5 3 43 1 4.14785317592884
9 5 4 44 1 4.36506830565477
9 5 5 45 1 3.72549014174631
9 5 6 46 1 3.62906414165058
9 5 7 47 1 3.46875789044118
9 5 8 48 1 5.10081570624451
9 5 9 49 1 3.72552003594052
9 5 10 50 1 3.40844585012764
9 6 1 51 1 1.69425198031117
9 6 2 52 1 2.38196247022256
9 6 3 53 1 3.46726366208936
9 6 4 54 1 3.67443508964978
9 6 5 55 1 3.72592634795954
9 6 6 56 1 4.12327030825087
9 6 7 57 1 3.38228497410376
9 6 8 58 1 4.41004761549149
9 6 9 59 1 2.85162883424803
9 6 10 60 1 2.64229832043084
9 7 1 61 1 2.62731061531766
9 7 2 62 1 4.06548195926254
9 7 3 63 1 3.46343584394705
9 7 4 64 1 4.10015135286129
9 7 5 65 0 3.32862283538239
9 7 6 66 1 3.09210960601752
9 7 7 67 1 3.25519532693813
9 7 8 68 1 2.17233401708938
9 7 9 69 1 2.67062532099702
9 7 10 70 1 2.47187876136808
10 1 1 1 0 4.29312341106461
10 1 2 2 0 3.08814226121526
10 1 3 3 1 4.09989011966146
10 1 4 4 1 4.63030339986099
10 1 5 5 1 3.38401957849094
10 1 6 6 1 3.73103797879733
10 1 7 7 1 2.24642042948188
10 1 8 8 0 2.92666145844288
10 1 9 9 1 3.56494316173059
10 1 10 10 1 3.74213314028483
10 2 1 11 0 2.96990375014531
10 2 2 12 1 5.4826994163349
10 2 3 13 1 3.18950743173362
10 2 4 14 1 3.57080059341857
10 2 5 15 0 3.99799380439239
10 2 6 16 1 3.50494881879565
10 2 7 17 1 3.05440933355311
10 2 8 18 0 4.28654524550673
10 2 9 19 0 4.70256986154437
10 2 10 20 1 3.50226743678691
10 3 1 21 1 3.93413932677961
10 3 2 22 1 3.45286264017992
10 3 3 23 0 4.26549708508201
10 3 4 24 1 2.68043635967639
10 3 5 25 1 5.21714010587763
10 3 6 26 0 3.08361813933229
10 3 7 27 0 2.45961136235313
10 3 8 28 1 3.2679150390752
10 3 9 29 0 3.63096378840131
10 3 10 30 0 4.7084617118964
10 4 1 31 0 4.18871404299496
10 4 2 32 1 3.62786311614176
10 4 3 33 1 2.51021801075567
10 4 4 34 0 2.89210363695927
10 4 5 35 1 3.40480468155786
10 4 6 36 1 5.38651928436242
10 4 7 37 1 2.16678151072564
10 4 8 38 1 4.34910436285544
10 4 9 39 0 3.13928144805816
10 4 10 40 1 4.73937298698572
10 5 1 41 0 2.69281464190036
10 5 2 42 1 3.62871291070379
10 5 3 43 0 2.7217415154204
10 5 4 44 1 4.18310134753285
10 5 5 45 1 4.60643864758325
10 5 6 46 1 4.94710096815103
10 5 7 47 0 4.10582933335167
10 5 8 48 1 4.86870617195605
10 5 9 49 1 4.4332732732271
10 5 10 50 1 3.42772020745476
10 6 1 51 1 3.87195876460022
10 6 2 52 1 2.81480193108141
10 6 3 53 0 3.38881472008964
10 6 4 54 0 4.41469850402668
10 6 5 55 1 3.91883080100313
10 6 6 56 0 3.85760107221791
10 6 7 57 1 2.76655108055476
10 6 8 58 1 3.08290172316421
10 6 9 59 1 2.96610427199993
10 6 10 60 1 3.81232345022292
10 7 1 61 1 2.80129526260919
10 7 2 62 1 3.93397447860205
10 7 3 63 1 2.70943712609335
10 7 4 64 1 4.8579555095677
10 7 5 65 0 3.85996048551659
10 7 6 66 0 3.01250610364089
10 7 7 67 1 3.69978871156153
10 7 8 68 1 3.26679489151805
10 7 9 69 0 3.79470607667022
10 7 10 70 1 3.70160297383148
11 1 1 1 0 2.78407285007892
11 1 2 2 0 2.94661925525459
11 1 3 3 0 3.74250286823228
11 1 4 4 0 4.7197193496007
11 1 5 5 0 4.31522526946297
11 1 6 6 1 3.06827092937971
11 1 7 7 0 4.12649213804885
11 1 8 8 0 3.48849742399477
11 1 9 9 0 3.74375768906133
11 1 10 10 0 3.71388058954325
11 2 1 11 0 5.4028787050718
11 2 2 12 0 2.65919051005917
11 2 3 13 1 3.59755819326128
11 2 4 14 0 2.22532898981306
11 2 5 15 1 3.95425228578971
11 2 6 16 0 4.32397377323754
11 2 7 17 0 4.57862979028
11 2 8 18 0 2.11942010492446
11 2 9 19 0 3.82507152714237
11 2 10 20 0 4.68639157510141
11 3 1 21 0 3.22188117294299
11 3 2 22 1 3.36915424566376
11 3 3 23 0 3.49727486763109
11 3 4 24 1 3.79023444531424
11 3 5 25 0 4.0092057041091
11 3 6 26 0 4.48536172174143
11 3 7 27 0 3.45426697802736
11 3 8 28 0 3.66712780713294
11 3 9 29 1 5.33907721930357
11 3 10 30 0 3.8384439650945
11 4 1 31 0 3.66163790719578
11 4 2 32 0 2.54468276327508
11 4 3 33 1 3.52601466095932
11 4 4 34 0 3.36246007036942
11 4 5 35 0 3.51587239335844
11 4 6 36 1 3.10412873021657
11 4 7 37 0 3.02285708578825
11 4 8 38 0 2.99808266839568
11 4 9 39 0 3.36743687124043
11 4 10 40 0 4.52206722282841
11 5 1 41 0 4.28930368835925
11 5 2 42 1 3.26130719297835
11 5 3 43 0 2.29395210551026
11 5 4 44 0 2.90775586929388
11 5 5 45 0 3.18996676760852
11 5 6 46 0 3.59954124600281
11 5 7 47 0 3.04051857333244
11 5 8 48 1 4.98792697148401
11 5 9 49 0 3.32529522532221
11 5 10 50 0 2.63828445834759
11 6 1 51 0 3.42087193109521
11 6 2 52 1 2.79044672619513
11 6 3 53 0 3.63785611395549
11 6 4 54 0 3.69438097312902
11 6 5 55 0 3.78335385352722
11 6 6 56 1 2.34068646661508
11 6 7 57 1 3.68495335015184
11 6 8 58 0 3.75042327121004
11 6 9 59 0 2.48714569993018
11 6 10 60 0 4.22092851148736
11 7 1 61 0 4.09603149072294
11 7 2 62 0 5.2016436007432
11 7 3 63 1 3.63825538817282
11 7 4 64 0 3.55802595906956
11 7 5 65 0 3.59439625769902
11 7 6 66 1 3.57482972118185
11 7 7 67 0 2.17535735355188
11 7 8 68 0 2.30474187196991
11 7 9 69 1 3.46736159384884
11 7 10 70 0 3.10000690076652
12 1 1 1 1 3.56386463395742
12 1 2 2 1 1.98367570799567
12 1 3 3 0 2.4305392027292
12 1 4 4 0 2.72033164080441
12 1 5 5 1 4.24332062181494
